0.000000000000000000e+00;4.000000000000001471e-02
1.000000000000000000e+00;4.003657613990965064e-02
2.000000000000000000e+00;4.014656970664253616e-02
3.000000000000000000e+00;4.033078030408410869e-02
4.000000000000000000e+00;4.059055459776920310e-02
5.000000000000000000e+00;4.092780771513691157e-02
6.000000000000000000e+00;4.134505404811851526e-02
7.000000000000000000e+00;4.184544834566079896e-02
8.000000000000000000e+00;4.243283830558589736e-02
9.000000000000000000e+00;4.311183025440699923e-02
1.000000000000000000e+01;4.388786996080649289e-02
1.099999999999999822e+01;4.476734118963873049e-02
1.200000000000000000e+01;4.575768530275339807e-02
1.300000000000000178e+01;4.686754609602365729e-02
1.400000000000000000e+01;4.810694518968949146e-02
1.499999999999999822e+01;4.948749474444153612e-02
1.600000000000000000e+01;5.102265617270575204e-02
1.700000000000000000e+01;5.272805601217451371e-02
1.800000000000000000e+01;5.462187345041241704e-02
1.900000000000000000e+01;5.672531845410457713e-02
2.000000000000000000e+01;5.906322552450050251e-02
2.100000000000000000e+01;6.166479644573922420e-02
2.199999999999999645e+01;6.456453701652192789e-02
2.300000000000000000e+01;6.780344917066785659e-02
2.400000000000000000e+01;7.143056342363258981e-02
2.500000000000000000e+01;7.550493087380641399e-02
2.600000000000000355e+01;8.009824487137580384e-02
2.700000000000000000e+01;8.529833949904541690e-02
2.800000000000000000e+01;9.121393125559391912e-02
2.900000000000000000e+01;9.798115960943491742e-02
2.999999999999999645e+01;1.057727911450431768e-01
3.100000000000000000e+01;1.148114732127271664e-01
3.200000000000000000e+01;1.253893352072231460e-01
3.300000000000000000e+01;1.378979029213535379e-01
3.400000000000000000e+01;1.528754990670696534e-01
3.500000000000000000e+01;1.710858660960454802e-01
3.600000000000000000e+01;1.936562316276087548e-01
3.700000000000000000e+01;2.223382103568541379e-01
3.800000000000000000e+01;2.600517775888109284e-01
3.900000000000000000e+01;3.121899394661197813e-01
4.000000000000000000e+01;3.905181085628929849e-01
4.100000000000000000e+01;5.309767695602614079e-01
4.200000000000000000e+01;9.999999999999993339e-01
4.300000000000000000e+01;1.000000000000000000e+00
4.399999999999999289e+01;9.999999999999995559e-01
4.500000000000000000e+01;9.999999999999997780e-01
4.600000000000000000e+01;1.000000000000000000e+00
4.700000000000000000e+01;1.000000000000000000e+00
4.800000000000000000e+01;1.000000000000000444e+00
4.900000000000000000e+01;9.999999999999995559e-01
5.000000000000000000e+01;1.000000000000000000e+00
5.100000000000000000e+01;1.000000000000000000e+00
5.200000000000000711e+01;1.000000000000000000e+00
5.300000000000000000e+01;1.000000000000000000e+00
5.400000000000000000e+01;1.000000000000000000e+00
5.500000000000000000e+01;9.999999999999997780e-01
5.600000000000000000e+01;1.000000000000000444e+00
5.700000000000000000e+01;9.999999999999995559e-01
5.800000000000000000e+01;1.000000000000000000e+00
5.900000000000000000e+01;1.000000000000000000e+00
5.999999999999999289e+01;1.000000000000000444e+00
6.100000000000000000e+01;9.999999999999995559e-01
6.200000000000000000e+01;1.000000000000000444e+00
6.300000000000000000e+01;1.000000000000000444e+00
6.400000000000000000e+01;9.999999999999997780e-01
6.500000000000000000e+01;9.999999999999997780e-01
6.600000000000000000e+01;1.000000000000000000e+00
6.699999999999998579e+01;1.000000000000000444e+00
6.800000000000000000e+01;9.999999999999997780e-01
6.899999999999998579e+01;9.999999999999997780e-01
7.000000000000000000e+01;1.000000000000000444e+00
7.100000000000000000e+01;9.999999999999993339e-01
7.200000000000000000e+01;1.000000000000000000e+00
7.300000000000000000e+01;1.000000000000000000e+00
7.400000000000000000e+01;9.999999999999997780e-01
7.500000000000001421e+01;1.000000000000000000e+00
7.600000000000000000e+01;9.999999999999993339e-01
7.700000000000001421e+01;1.000000000000000000e+00
7.800000000000000000e+01;1.000000000000000444e+00
7.900000000000000000e+01;1.000000000000000000e+00
8.000000000000000000e+01;1.000000000000000000e+00
8.100000000000000000e+01;1.000000000000000000e+00
8.200000000000000000e+01;9.999999999999997780e-01
8.300000000000001421e+01;9.999999999999997780e-01
8.400000000000000000e+01;9.999999999999997780e-01
8.500000000000000000e+01;1.000000000000000000e+00
8.600000000000000000e+01;1.000000000000000000e+00
8.700000000000000000e+01;1.000000000000000000e+00
8.799999999999998579e+01;1.000000000000000888e+00
8.900000000000000000e+01;1.000000000000000444e+00
